"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code"
GB,Y6,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",,"4.1, 6.1","H4.1, H6.1","Inflammable solids
Poisonous(acute)",1432.39,,DE,,R3
GB,Y6,Still Bottoms & Reaction Residues,,"4.1, 6.1","H4.1, H6.1","Inflammable solids
Poisonous(acute)",43.94,,DE,,R3
GB,Y6,Still Bottoms & Reaction Residues,,"4.1, 6.1","H4.1, H6.1","Inflammable solids
Poisonous(acute)",1497.51,,DE,,R3
GB,"Y6, Y11, Y12, Y13, Y39","A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020)",,"4.1, 6.1","H4.1, H6.1","Inflammable solids
Poisonous(acute)",2128.32,,BE,,"R1, R3, R5, R13"
GB,Y8,A3020 Waste mineral oils unfit for their originally intended use,,9.0,H12,Ecotoxic,359.68,"BE, FR",DE,,R9
GB,Y8,A3020 Waste mineral oils unfit for their originally intended use,,9,H12,Ecotoxic,7841.77,,DE,,"R9, R13"
GB,Y8,A3020 Waste mineral oils unfit for their originally intended use,,9,H12,Ecotoxic,2554.44,,DK,,R9
GB,Y8,A3020 Waste mineral oils unfit for their originally intended use,,9,H12,Ecotoxic,1787.85,,FR,,R1
GB,Y8,A3020 Waste mineral oils unfit for their originally intended use,,9,H12,Ecotoxic,2003.67,,NO,,R1
GB,Y8,A3020 Waste mineral oils unfit for their originally intended use,,9,H12,Ecotoxic,7969.56,,SE,,R1
GB,Y8,A3020 Waste mineral oils unfit for their originally intended use,,9,H12,Ecotoxic,1259.64,BE,FR,,R1
GB,Y8,A3020 Waste mineral oils unfit for their originally intended use,,9,H12,Ecotoxic,8023.63,"FR, BE, NL",DE,,R9
GB,"Y8, Y9, Y10, Y23, Y26, Y29, Y36, Y45",End of Life Vessel,,"3, 4.1, 5.1, 8, 9","H3, H4.1, H5.1, H8, H11","Inflammable liquids
Inflammable solids
Oxidizing
Corrosives
Toxic(delayed or chronic)",13000.0,,TR,,R4
GB,"Y8, Y9, Y10, Y23, Y29, Y36, Y45",End of Life Vessel,,"3, 4.1, 5.1, 8, 9","H3, H4.1, H5.1, H8, H11","Inflammable liquids
Inflammable solids
Oxidizing
Corrosives
Toxic(delayed or chronic)",7200.0,,TR,,R4
GB,"Y8, Y9, Y31, Y36",End of Life Vessel,,"3, 4.1, 5.1, 8, 9","H3, H4.1, H5.1, H8, H11","Inflammable liquids
Inflammable solids
Oxidizing
Corrosives
Toxic(delayed or chronic)",552.0,NL,BE,,"R4, R12"
GB,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions",,4.1,H4.1,Inflammable solids,596.16,,DE,,R3
GB,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions",,6.1,H6.1,Poisonous(acute),991.31,,DE,,R1
GB,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions",,9,H12,Ecotoxic,95.7,,DE,,R9
GB,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions",,9,H12,Ecotoxic,6063.48,,FR,,R1
GB,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions",,NA,NA,Not applicable,1001.03,,DE,,R1
GB,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions",,NA,NA,Not applicable,704.46,,DE,,R3
GB,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions",,NA,NA,Not applicable,225.2,,IE,,R9
GB,"Y9, Y10, Y29, Y34, Y36, Y41",End of Life Vessel,,"3, 6.2, 8, 9","H3, H6.2, H8, H11, H12","Inflammable liquids
Infectious substances
Corrosives
Toxic(delayed or chronic)
Ecotoxic",3928.96,,NL,,R4
GB,Y46,Contaminated Paper,,,H12,Ecotox,23.5,,IE,,R3
GB,Y2,Redundant Pharmaceuticals,,,H5,,31.0,,NL,,R3 
GB,Y13,Adhesive Sludge,,,H3,,46.0,,NL,,"R1,R4"
GB,Y9,Waste Oil,,,H12,,2330.0,,IE,,R9
GB,Y18,Contaminated rags & Absorbents,,,H4.1/H3,,116.0,NL,DE,,R12
GB,Y29,Fluorescent Tubes/Gas discharge lamps,,,,,107.0,NL,DE,,R5
GB,Y18,Contaminated rags & Absorbents,,,H4.1/H3,,135.0,,NL,,"R3,R4"
GB,Y35,Kevlar Polymer,,,H8,,572.0,,NL,,"R1,R4"
GB,"Y31,Y34",Lead Acid Batteries,,,H8,,313.0,,BE,,R4
GB,Y12,Waste Paint Thinner,,,H4.1,,126.0,,BE,,R1
GB,Y12,Waste Paint Thinner,,,H4.1,,20.0,,NL,,R1
GB,Y_,A1170 Unsorted waste batteries excluding mixtures of only list B batteries. Waste batteries not specified on list B containing Annex I constituents to an extent to render them hazardous,,8,H8,Corrosives,14.22,,CA,,R4
GB,Y_,AC170 Treated cork and wood wastes,,4.1,H4.1,Inflammable solids,16.22,FR,BE,,R3
GB,Y_,AC270 Sewage sludge DISPOSAL OPERATION D9 TRIAL,,"6.2, 9","H6.2, H12, H13","Infectious substances
Ecotoxic
Capable, by any means, after disposal, of yielding an material, eg leachate, which possesses any characteristics listed above",2.0,,IE,D9,
GB,Y_,Hard Metal Powder Residue & Sludge,,9,H11,Toxic(delayed or chronic),179.6,"BE, FR, DE",AT,,R4
GB,Y_,High Purity Tin Oxide,,9,H11,Toxic(delayed or chronic),149.1,,BE,,R4
GB,Y_,"B1120 Spent catalysts excluding liquids used as catalysts, containing any of:",,4.2,H4.2,Substances or wastes liable to spontaneous combustion,8.11,,FR,,R4
GB,Y_,end of life vessels,,,"H3, H8, H11","Flammable, Corrosives, Toxic",210.0,,DK,,R4
GB,Y_,End of life vessels,,,"H3, H8, H12","Flammable, Corrosives, Toxic",1600.0,,BE,,"R4, R12"
GB,Y_,Tank Bottom Sludge,,,H4.1,,195.0,,BE,,R1
GB,Y_,A4160 Spent activated carbon not included on list B,,NA,NA,Not applicable,126.0,BG,BE,,R7
GB,Y_,A4160 Spent activated carbon not included on list B,,NA,NA,Not applicable,136.76,FR,BE,,R7
GB,Y_,A4160 Spent activated carbon not included on list B,,NA,NA,Not applicable,380.61,FR,BE,,R7
GB,Y_,Carbon Black,,NA,NA,Not applicable,176.88,,NL,,R1
GB,Y_,Biowaste/Green Park Waste,,,,,2603.0,,IE,,R3
GB,Y_,Dry Mixed Recyclables,,,,,1491.0,,IE,,R3
GB,Y_,RDF,,,,,2481.0,,NL,,R1
GB,Y_,RDF,,,,,5632.0,,ES,,R1
GB,Y_,SRF,,,,,74.0,,IE,,R1
GB,Y_,Electrical and Electronic Parts,,,N/A,N/a,12835.9,,SG,,R4
GB,Y_,Combustible waste,,,N/a,N/a,12000.0,,SE,,R1
GB,Y_,Combustible Waste,,,N/a,N/a,25.9,,NL,,R1
GR,Y2,expired products (EWC 160305*),Not listed,9.0,H13,,78.36,"TR, UK, NL",DE,D10,
GR,Y3,chemicals consisting of or containing dangerous substances (EWC 180106*),A4010,9.0,H13,,1.96,"TR, UK",DE,D10,
GR,Y3,organic waste containing dangerous substances (EWC 160305*),A4140,9.0,H12,,30.32,"TR,UK",DE,"D15,D10",
GR,Y3,organic waste containing dangerous substances (EWC 160305*),A4140,9.0,H12,,77.28,"TR, UK, NL",DE,"D15,D10",
GR,Υ3,out-dated / off-specification veterinary medicines (EWC 160305*),Α4010,9.0,H12,,17.82,"TR, UK, NL, DE, BE",SE,D10,
GR,Y3,"expired medicines (EWC 180109, 200132 )",A4010,9.0,"H11, H13",,128.332,"IL, UK, BE",DE,D10,
GR,Y3,expired medicines (EWC 200132),A4010,9.0,"H11, H13",,81.609,"IL, UK, BE",DE,D10,
GR,"Υ3,Υ2","out-dated / off-specification medicines (EWC 160305*, 160506*, 160508*)",Α4010,"6.1, 9","Η6.1, Η9",,10.74,"IL, UK, NL, DE, BE",SE,D10,
GR,"Y2, Y3","out of specifications pharmaceuticals (liquid) waste (EWC 180106*, 180108*, 160303*, 160305*)",A4010,"6.1,9","H6.1,H11",,182.697,"TR, UK, IL, DE",BE,D10,
GR,"Y2, Y3","out of specifications pharmaceuticals (solid) waste (EWC 180106*, 180108*, 160303*, 160305*)",A4010,"6.1,9","H6.1,H11",,2.47,"TR, UK, IL, DE, NL",BE,D10,
GR,"Υ2, Υ3","out of specifications pharmaceuticals (solid) waste (EWC 070513*, 180106*, 180108*, 160303*, 160305*)",A4010,6.1/9,"H6.1, H11",,30.9,"TR, UK, IL",BE,D10,
GR,Y4,expired pesticides/insecticides (EWC 020108*),A4030,6.1,H6.1,,22.54,"TR, UK",DE,D10,
GR,Y4,expired insecticides for domestic use (EWC 200119*),A4030,9.0,H13,,4.42,"TR, UK",DE,D10,
GR,Y4,expired pesticides/insecticides (EWC 020108*),A4030,6.1,H6.1,,3.65,"TR, NL, UK",DE,D10,
GR,Y4,aqueous washing liquids and mother liquors (EWC 070401*),A4030,9.0,H12,,12.73,"TR, NL, UK",DE,D9,
GR,Y4,"Liquid and solid wastes containing dangerous substances from the MFS of organic plant protection products and other biocides (EWC 070401*, 070404*, 070411*, 070413*)",A4030,"3, 9","H11, H3",,23.537,"TR, UK",DE,D10,
GR,Y4,Expired and/or specification pesticides (EWC 200119*),A4030,"6.1,3,9","H6.1,H3",,5.399,"TR, UK",DE,D10,
GR,Y4,"Liquid and solid wastes containing dangerous substances from the MFS of organic plant protection products and other biocides (EWC 070401*, 070404*, 070411*, 070413*)",A4030,"3, 9","H11, H3",,11.399,"TR, NL, UK",DE,D10,
GR,Y4,Expired and/or specification pesticides (EWC 200119*),A4030,"6.1,3,9","H6.1,H3",,10.28,"TR, NL, UK",DE,D10,
GR,"Y4,Y37","pesticides, insecticides and chemicals (EWC 020108*, 070403*, 070404*, 070410*, 070413*, 200119*)",A4030,"3, 6.1, 9, 4.2","H3, H6.1, H11",,17.914,"TR, UK, IL, DE",BE,D10,
GR,Υ6,"solvent mixtures (EWC 070108*, 070104*)",A3140,"3, 9","H3, Η12",,12.736,"IL, UK, NL, DE, BE",SE,,R1
GR,Y6,other solvents and solvent mixtures (EWC 140603*),A3140,"3, 6.1","H3, H6.1",,30.501,"TR, UK",DE,D10,
GR,Y6,mixture of non halogenated organic solvents (EWC 080111*),A3160,3.0,H3,,28.485,"TR, NL, UK",DE,D10,
GR,Y6,"halogenated solvents and solvent mixtures (EWC 070103*, 140602*)",A3150,6.1,H6.1,,11.79,"TR, UK",DE,D10,
GR,Y6,"non-halogenated solvents and solvent mixtures (EWC 040214*, 070104*, 070204*, 070304*, 070404*, 070504*, 070604*, 070704*, 140603*, 200113*)",A3140,"3, 6.1","H3, H6.1",,4.97,"TR, NL, UK",DE,D10,
GR,Y6,"halogenated solvents and solvent mixtures (EWC 070103*, 070203*, 070303*, 070403*, 070503*, 070603*, 070703*, 140602*, 200113*)",A3150,6.1,H6.1,,9.0,"TR, NL, UK",DE,D10,
GR,Y6,other solvents and solvent mixtures (EWC 140603*),A3140,3.0,H3,,23.0,"BG, RO, HU, AU",DE,,R2
GR,Y6,other solvents and solvent mixtures (EWC 140603*),A3140,3.0,H3,,64.29,"BG, RO",HU,,R2
GR,Y6,other solvents and solvent mixtures (EWC 140603*),A3140,3.9,"H3,H12",,12.75,"BG, RO",HU,,R2
GR,Y6,"Dry cleaning wastes containing halogenated sovlvents (EWC 140602*, 140604*)",A3150,6.1,"H6.1, H3",,0.284,"TR, UK",DE,D10,
GR,Y8,"oily based sludges (EWC 050103*, 130502*, 160708*, 190811*)",A3020,9.0,H12,,3246.11,-,SE,,R1
GR,Y9,"tank bottom sludges, sludges containing oil and sludges from water/oil separators, emerging from maintainance works in fuel related companies (EWC 050103*, 130502*, 160708*)",A4060,4.1,H4.1,,110.1,"TR, UK",DE,D10,
GR,Y9,"tank bottom sludges, sludges containing oil and sludges from water/oil separators, emerging from maintainance works in fuel related companies (EWC 050103*, 130502*, 160708*)",A4060,4.1,H4.1,,9.111,"TR, UK, NL",DE,D10,
GR,Y9 ,Wastes from vehicle maintenance and dismantling of end of life vehicles - brake fluids (EWC 160113*),Not Listed - OECD AC070,9.0,H11,,0.831,"TR, UK",DE,D10,
GR,Y9 ,Wastes from vehicle maintenance and dismantling of end of life vehicles - brake fluids (EWC 160113*),Not Listed - OECD AC070,9.0,H11,,1.284,"TR, UK, NL",DE,D10,
GR,Y9,Wastes from vehicle maintenance and dismantling of enf of life vehicles - antifreeze fluids (EKA 160114*),Not Listed-OECD AC080,9.0,H11,,2.642,"TR, UK",DE,D10,
GR,Y9,Wastes from vehicle maintenance and dismantling of enf of life vehicles - antifreeze fluids (EKA 160114*),Not Listed-OECD AC080,9.0,H11,,5.459,"TR, UK, NL",DE,D10,
GR,"Y9, Y16","Absorbents, filters, wiping cloths and protective cloths contaminated by dangerous substances (EKA 150202*)",Not Listed,"4.1, 9","H4.1, H13",,16.929,"TR, UK",DE,D10,
GR,"Y9, Y16","Absorbents, filters, wiping cloths and protective cloths contaminated by dangerous substances (EKA 150202*)",Not Listed ,"4.1, 9","H3, H13",,54.63,"TR, UK, NL",DE,D10,
GR,Y10,transformers and capacitors containing PCBs (EWC 160209*),A3180,9.0,H11,,26.67,"BG, RO, HU, SK, PL",SE,D10,
GR,Y10,transformers and capacitors containing PCBs (EWC 160209*),A3180,9.0,H11,,79.554,"TR, UK, NL, BE, DE",SE,D10,
GR,Y10,Transformers' oil contaminated or containing PCBs (EWC 130301*),A3180,9.0,"H11, H12",,36.76,"TR, UK",DE,D10,
GR,Y10,Transformers' oil contaminated or containing PCBs (EWC 130301*),A3180,9.0,"H11, H12",,59.52,"TR, UK, NL",DE,D10,
GR,Y10,"Waste equipment containing or contaminated by oil with PCBs (EWC 160209*, 130301*)",A3180,9.0,"H11, H12",,136.692,"IL, UK",BE,,R4
GR,Y10,"transformers, condensators, solids and liquids contaminated with PCBs (EWC 160209*, 130301*, 170902*)",A3180,9.0,H11,,141.25,"TR, UK, IL, BE",FR,D10,
GR,Y10,"transformers, condensators, solids and liquids contaminated with PCBs (EWC 160209*, 130301*, 170902*)",A3180,9.0,H11,,69.53,"TR, UK, IL, BE, DE, NL",FR,D10,
GR,Y10,transformers with PCBs (EWC 160209*),A3180,9.0,H11,,22.4,"TR, UK, IL",BE,,R12
GR,Y12,"waste paint and varnish containing organic solvents (EWC 080111*, 080117*, 080119*)",Α4070,"3, 4.1, 9","Η3, Η4.1, Η9",,22.673000000000002,"UK, IL, BE, DE, NL",SE,D10,
GR,Y12,packaging containing residues of or contaminated by dangerous substances              (EWC 150110*),Α4070,9.0,H12,,2.593,"UK, IL, BE, DE, NL",SE,D10,
GR,Y12,Powder ink removed from toners and toner cassettes from recycling (EWC 160215*),Α4070,9.0,H12,,24.528,"TR, UK, NL, BE, DE",SE,D10,
GR,Y12,waste ink containing dangerous substances (EWC 080312*),A4070,3.0,H3,,64.97,"TR, UK",DE,D9,
GR,Y12,waste ink containing dangerous substances (EWC 080312*),A4070,"3, 9","H3, H12",,96.38,"TR, UK, NL",DE,D9,
GR,Y12,waste paint and varnish containing organic solvents or other dangerous substances (EWC 080111*),A4070,3.0,H3,,36.52,"TR, UK",DE,,"R13,R12,R1"
GR,Y12,waste paint and varnish containing organic solvents or other dangerous substances (EWC 080111*),A4070,3.0,H3,,4.8,"TR, UK, NL, FR",DE,"D15,D10",
GR,Y12,"Wastes from the use of inks in printing industry (EWC 080312*, 080314*, 080317*)",A4070,"3, 9","H3, H12",,31.243,"TR, UK",DE,D10,
GR,Y12,"Off specification batches and unused products containing dangerous substances (EWC 160303*, 160305*)",A4140,"3, 2, 9, 6.1, 8, 5.1","H3, H6.1, H8, H12",,36.699,"TR, UK",DE,D10,
GR,Y12,"Wastes from production and use of paints , varnishes and adhesives (EWC 080113*, 080115*, 080117*, 080409*)",A4070,"3, 9","H3, H12",,51.048,"TR, UK",DE,D10,
GR,Y12,"Wastes from production and use of paints , varnishes and adhesives (EWC 080113*, 080115*, 080117*, 080409*)",A4070,"3, 9","H3, H12",,75.119,"TR, UK, NL",DE,D10,
GR,Y12,"Off specification batches and unused products containing dangerous substances (EWC 160303*, 160305*)",A4140,"3, 2, 9, 6.1, 8, 5.1","H3, H6.1, H8, H12",,25.792,"TR, UK, NL",DE,D10,
GR,Υ12,"Wastes from the use of inks in printing industry (EWC 080312*, 080314*)",A4070,"3, 9","H3, H12",,31.968,"TR, UK, NL",DE,D10,
GR,Y12,absorbing material contaminated by hazardous substances (waste) (EWC 15 02 02*),A4070,4.1,H4.1,,131.25,"UK, TR, IL, BE",NL,,"R12, R1"
GR,Y12,absorbing material contaminated by hazardous substances (waste) (EWC 15 02 02*),A4070,4.1,H4.1,,104.242,"TR, UK, NL, BE, DE",SE,,R1
GR,Y12,"mixture of organic solvents (EWC 070101*, 070104*, 070113*, 070704*, 080111*, 080113*, 080312*, 080314*, 160508*)",Α3140,"6.1, 3","H6.1, 3",,375.53,"UK, TR, IL, BE",NL,,"R12, R1"
GR,Y12,"mixture of organic solvents (EWC 070101*, 070104*, 070113*, 070704*, 080111*, 080113*, 080312*, 080314*, 160508*)",Α3140,"6.1, 3","H6.1, 3",,19.61,"UK, TR, IL, BE, DE",NL,,"R12, R1"
GR,Y12,"mixture of organic halogenated solvents (EWC 140602*, 140604*)",A3150,"6.1, 3","H6.1, H3",,18.42,"UK, TR, IL, BE",NL,"D13, D10",
GR,Y12,"wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish» (EWC codes 040216*, 080111*, 080112, 080113*, 080114, 080115*, 080117*, 080119*, 080121*, 080312*, 080314*, 080315, 200127*",A4070,"3, 4.1, 9","Η3, Η4.1, Η13",,111.82,"TR, NL, UK",DE,D10,
GR,Y13,waste varnishes and resins from the production of chemicals,Α3050,"3, 4.1 ","Η3, Η4.1 ",,5.844,"UK, IL, BE, DE, NL",SE,D10,
GR,Y13,"out-dated chemicals (EWC 160303*, 160305*)",Not listed,3.9,"H3, H12",,8.405,"UK, IL, BE, DE, NL",SE,D10,
GR,Y13,adhesives and sealants containing organic solvents or other dangerous substances (EWC 080409*),A3050,9.0,H12,,1.62,"TR, UK",DE,,"R13,R12,R1"
GR,Y13,adhesives and sealants containing organic solvents or other dangerous substances (EWC 080409*),A3050,9.0,H12,,0.42,"TR, UK, NL, FR",DE,"D15,D10",
GR,"Y12,Y13","Expired products from manufacturers or distributors (sealants, abhesives, paints, varnishes, epoxy resins (EWC 200127*)",A4070,"2, 3",H3,,34.189,"TR, UK",DE,D10,
GR,"Y12, Y13","Expired products from manufacturers or distributors (sealants, abhesives, paints, varnishes, epoxy resins (EWC 200127*)",A4070,"2, 3, 9",H3,,45.244,"TR, UK, NL",DE,D10,
GR,"Y12, Y13, Y31, Y4",Packaging materials contaminated with dangerous substances (EWC 150110*),A4130,9.0,H13,,2.105,"TR, UK",DE,D10,
GR,"Y12, Y13, Y31, Y4",Packaging materials contaminated with dangerous substances (EWC 150110*),A4130,9.0,H13,,7.436,"TR, UK, NL",DE,D10,
GR,Y14,laboratory chemicals consisting of or containing dangerous substances including mixtures of laboratory chemicals (EWC 160506*),A4150,"3,5,6,8,9","H3, H5.1, H6.1, H8, H12",,15.93,"TR, UK, NL",DE,"D15,D9, D10",
GR,Y16,water-based developer and activator solutions (EWC 090101*),Not listed- OECD AD090,8.0,H8,,39.68,"TR, UK",DE,D9,
GR,Y16,water-based developer and activator solutions (EWC 090101*),Not listed- OECD AD090,8.0,H8,,58.4,"TR, UK, NL",DE,D9,
GR,Y16,"Wastes from the photography industry (EWC 090101*,090102*,090105*,090113*)",Not listed- OECD AD090,"8, 9","H8, H12",,43.675,"TR, UK",DE,D10,
GR,Y16,"Wastes from the photography industry (EWC 090101*,090102*,090105*,090113*)",Not listed- OECD AD090,"8, 9","H8, H12",,32.791,"TR, UK, NL",DE,D10,
GR,Y16,water based activator / developer solution (EWC 090101*),Not listed- OECD AD090,"8, 6.1","H8, H6.1",,28.645,"UK, IL, BE, DE, NL",SE,D10,
GR,Υ17,hydrated lime from secondary production aluminium thermal treatment (EWC 100323*),Β2100 ,6.1,Η6.1,,39.46,"TR, NL, UK",DE,D12,
GR,Υ17,aluminium skimmings (EWC 100315*),Β1100,4.3,Η4.3,,19.2,"TR, NL, UK",DE,D12,
GR,Υ17,salt slags from secondary production (EWC 100308*),Β2100 ,4.3,Η4.3,,36.86,"TR, NL, UK",DE,D12,
GR,Υ17,"wastes from chemical surface treatment of metals (EWC 110105*, 110198*, 110111*, 110113*, 110107*)",Α1060,3 ,Η3 ,,2.132,"UK, IL, BE, DE, NL",SE,D10,
GR,Y17,sludges from physico/chemical treatment containing dangerous substances (EWC 190205*),A1050,9.0,H12,,50.86,"TR, UK",DE,D9,
GR,Y17,sludges from physico/chemical treatment containing dangerous substances (EWC 190205*),A1050,9.0,H12,,15.62,"TR, NL, UK",DE,D9,
GR,Y17,"Wastes from chemical surface treatment and coating of metals-sludge and filter cakes containing dangerous substances (EWC 110108*, 110109*)",A1050,9.0,"H12,H13",,49.672,"TR, UK",BE,D10,
GR,Y17,"Wastes from chemical surface treatment and coating of metals-sludge and filter cakes containing dangerous substances (EWC 110108*, 110109*)",A1050,9.0,"H12,H13",,48.364,"TR, UK, NL, DE",BE,,"R4, R5"
GR,Y17,"Wastes from chemical surface treatment of metals (EWC 110105*, 110111*, 110113*)",A1060,"8, 9","H8, H12",,15.383,"TR, UK",BE,D10,
GR,Y17,"Wastes from chemical surface treatment of metals (EWC 110105*, 110106*, 110107*, 110111*, 110113*)",A1060,"8, 9","H8, H12",,15.923,"TR, UK, DE",BE,,"R4, R5"
GR,Y17,"chromic acid solution (waste) (EWC 06 01 06*, 16 09 02*)",A1040,"6.1, 8","H6.1, H8",,3.66,"IL, UK, TR",BE,D9,
GR,Y17,alkaline solution (EWC 110107*),A4090,"8, 6.1","H8, 6.1",,40.0,"IL, UK, TR, BE, NL, DE",SE,D9,
