"IMPORT OF HAZARDOUS WASTES AND OTHER WASTES IN 2007 
(as provided by Parties)",Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
,Y12,,A4070,,H3,,468.586,DK,NO,D10,
,Y12,,A4070,,H3,,92.67,,CH,,R_
,Y12,,A4070,,H4.1,,79.942,"TR,GB",GR,D10,
,Y12,,A4070,,H4.1,,223.802,,CH,D10,
,Y12,,A4070,,H4.1,,29.89,,LU,D13,
,Y12,,A4070,,H12,,50.46,,FR,,R5
,Y12,,A4070,,H12,,0.999,,LU,D13,
,Y12,,A4070,,H12,,30.0,,NL,D9,
,Y12,,A4070,,H4.1,,652.49,,CH,,R_
,Y12,,A4070,,H4.1,,91.838,,GR,D10,
,Y12,,A4070,,H4.1,,29.022,,LU,D13,
,Y12,,A4070,,H4.1,,34.0,,NL,D9,
,Y12,,A4070,,H4.1,,243.36,,CH,,R_
,Y12,,A4070,,H11,,92.48,,NL,D10,
,Y12,,A4070,,H12,,23.36,,NL,D10,
,Y12,,A4070,,H4.1,,22.48,,NL,D10,
,Y12,,A4070,,H3,,409.848,AT,IT,D9,
,Y12,,A4070,,H12,,43.194,NL,IE,D10,
,Y12,,A4070,,H12,,9.853,"FR,BE",GB,,R_
,Y12,,A4070,,H12,,706.84,NL,IE,D10,
,Y12,,A4070,,H3,,26.23,,GR,D10,
,Y12,,A4070,,H3,,5.449,NL,IE,D10,
,Y12,,A4070,,H3,,40.1501,"TR,GB",GR,D9,
,Y12,,A4070,,H4.1,,74.546,"IL,GB,BE",GR,D10,
,Y12,,A4070,,H12,,63.599999999999994,,FR,,R1
,Y12,,A4070,,H12,,37.029,NL,IE,D10,
,Y12,,A4070,,H6.1,,4.0,,NL,D9,
,Y12,,A4070,,H6.1,,11.385,NL,BE,,R12
,Y12,,A4070,,H3,,5.603,,SE,D10,
,Y12,,A4070,,H3,,47.0,,FR,,R4
,Y12,,A4070,,H3,,1.0,,AF,D10,
,Y12,,A4070,,H3,,183.145,,CH,D10,
,Y12,,A4070,,H4.1,,261.36,,BE,,R1
,Y12,,A4070,,H4.1,,1176.8319999999999,,DK,D10,
,Y12,,A4070,,H4.1,,11.0,,NL,D9,
,Y12,,A4070,,H4.1,,802.18,,NL,,R_
,Y12,,A4070,,H4.1,,535.181,,LU,,R_
,Y12,,A4070,,H4.1,,9.422,NL,IE,D10,
,Y12,,A4070,,H4.1,,799.556,NL,IE,,R_
,Y12,,A4070,,H4.1,,538.541,,SE,D10,
,Y12,,A4070,,H4.1,,161.16,,NL,,R_
,Y12,,A4070,,H4.1,,31.523,,GR,D10,
,Y12,,A4070,,H3,,10.295,NL,IE,D10,
,Y12,,A4070,,H3,,98.0,NL,IE,,R12
,Y12,,A4070,,H4.1,,1039.519,,NL,D10,
,Y12,,A4070,,H12,,539.0,,NL,D9,
,Y12,,A4070,,H4.1,,476.82000000000005,,LU,,R_
,Y12,Aerosol cans,A4130,,H3,,29.105,,NL,,R2
,Y12,Aerosol cans,A4130,,H3,,17.4,,NL,,R_
,Y12,,A4130,,H4.1,,108.84,NL,BE,,R4
,Y12,,A4130,,H4.1,,2.955,NL,IE,D10,
,Y12,,A4130,,H4.1,,10.58,"SI,AT",HR,D10,
,Y12,,A4130,,H4.1,,4.0,"TR,GB",GR,,R12
,Y12,,A4130,,H6.1,,70.879,NL,IE,D10,
,Y12,,A4130,,H4.1,,377.23,,BE,,R_
,Y12,,A4130,,H4.1,,39.44,NL,BE,,R_
,Y12,,A4130,,H4.1,,2.818,,LU,,R_
,Y12,,A4130,,H12,,299.5,,IT,,R4
,Y12,,A4130,,H4.1,,67.096,,NL,D15,
,Y12,,A4130,,H12,,257.0,,BE,,R4
,Y12,,A4130,,H12,,16.68,,NL,,R4
,Y12,,A4130,,H12,,21.14,,NL,D10,
,Y12,,A4130,,H12,,17.026,NL,IE,D10,
,Y12,,A4130,,H3,,586.86,NL,BE,,R4
,Y12,,A4130,,H4.1,,70.76,,NL,,R3
,Y12,,A4130,,H4.1,,167.08,,NL,,R4
,Y12,,A4130,,H4.1,,178.56,,NL,,R_
,Y12,,A4140,,H12,,46.312,"TR,GB",GR,D10,
,Y12,,A4140,,H3,,23.974,BE,GR,D10,
,Y12,,A4140,,H3,,10.58,NL,IE,D10,
,Y12,,A4140,,H4.1,,1.241,NL,IE,D10,
,Y12,,A4140,,H6.1,,0.605,NL,IE,D10,
,Y12,,A4140,,H8,,44.888,"RO,HU,AT",BG,D10,
,Y13,,A3050,,H3,,4.947,DK,NO,D10,
,Y13,,A3050,,H6.1,,20.08,,AT,D10,
,Y13,,A3050,,H3,,88.276,AT,IT,D10,
,Y13,,A3050,,H4.1,,7.0489999999999995,,IE,D10,
,Y13,,A3050,,H6.1,,6.558,NL,IE,D10,
,Y13,,A3050,,H4.1,,182.94,,LU,D15,
,Y13,,A3050,,H4.1,,47.191,,FR,,R1
,Y13,,A3050,,H4.1,,34.94,,CH,D9,
,Y13,,A3050,,H12,,15.925,NL,IE,D10,
,Y13,,A3050,,H12,,48.47,,DK,,R3
,Y13,,A3050,,H11,,8.406,NL,IE,D10,
,Y13,,A3050,,H11,,89.1,,DK,,R3
,Y13,,A3050,,H4.1,,189.0,,NL,D9,
,Y13,,A3050,,H3,,62.0,NL,IE,,R12
,Y13,,A3050,,H6.1,,7.087,,DK,D10,
,Y13,,A3050,,H4.1,,163.34,AT,IT,D10,
,Y13,,A3050,,H6.1,,21.16,AT,IT,D10,
,Y13,,A3050,,H4.1,,119.943,NL,IE,,R_
,Y13,,A3050,,H6.1,,38.868,,IE,,R_
,Y13,,A3050,,H4.1,,260.62,,NL,D10,
,Y13,,A3150,,H4.1,,35.63,,LU,,R3
,Y13,,A4120,,H5.1,,15.74,,DK,D10,
,Y13,,A4120,,H5.2,,1.67,,NL,D10,
,Y13,,A4130,,H12,,8.658,,LU,,R_
,Y13,,A4130,,H12,,68.85000000000001,,NL,D10,
,Y13,,A4130,,H4.1,,15.11,,NL,D10,
,Y13,,A4130,,H4.1,,1.951,NL,IE,D10,
,Y13,,A4140,,H6.1,,0.288,NL,IE,D10,
,Y14,,A4140,,H6.1,,4.42,,LU,D15,
,Y14,,A4140,,H6.1,,9.316,DK,NO,D10,
,Y14,,A4140,,H6.1,,32.58,CH,IT,D10,
,Y14,,A4140,,H6.1,,3.0,,TR,D9,
,Y14,,A4140,,H6.1,,2.939,,NL,D10,
,Y14,,A4140,,H3,,26.88,CH,IT,D10,
,Y14,,A4140,,H12,,9.54,,CH,,"R4,R5"
,Y14,,A4140,,H3,,110.5,,NL,D10,
,Y14,,A4140,,H6.1,,7.825,,NO,D10,
,Y14,,A4140,,H12,,623.134,NL,IE,D10,
,Y14,,A4140,,H12,,23.934,,NL,D10,
,Y14,,A4140,,H12,,25.25,,IT,D10,
,Y14,,A4140,,H3,,25.41,AT,IT,D10,
,Y14,,A4140,,H6.1,,18.314,"TR,GB",GR,D10,
,Y14,,A4140,,H11,,48.5,"IT,BE,ES,GB",AL,D12,
,Y14,,A4140,,H6.1,,6.0,,AF,D9,
,Y14,,A4150,,H3,,160.0,NL,IE,,R12
,Y14,,A4150,,H6.1,,175.0,NL,IE,,R_
,Y15,Gases in pressure containers,160504*,,H3,,2.0,,AT,D10,
,Y15,Gases in pressure containers,160504*,,H3,,1.0,,FR,D10,
,Y15,Gases in pressure containers,160504*,,H3,,6.0,,IL,D10,
,Y15,Gases in pressure containers,160504*,,H3,,26.0,,IT,D10,
,Y15,Gases in pressure containers,160504*,,H3,,39.0,,NL,D10,
,Y15,Gases in pressure containers,160504*,,H3,,1.0,,TR,D10,
,Y15,,A4080,,H1,,75.5,DK,SE,D10,
,Y15,,A4080,,H1,,40.6,DK,SE,,R4
,Y15,,A4080,,H1,,1.375,,GB,D10,
,Y15,,A4080,,H1,,38.994,NL,GB,D10,
,Y15,,A4080,,H1,,248.82,,BE,D10,
,Y15,,A4080,,H1,,229.476,,NL,D10,
,Y15,,A4080,,H1,,8.60963,,NL,D10,
,Y15,,A4080,,H1,,0.35,,NL,D10,
,Y15,,A4120,,H5.2,,17.37,,BE,D10,
,Y15,,A4120,,H5.2,,31.34,,NL,D10,
,Y15,Gases in pressure containers,A4130,,H3,,4.0,NL,BE,D10,
,Y15,Gases in pressure containers,A4130,,H3,,3.07,NL,IE,D10,
,Y15,Gases in pressure containers,A4130,,H3,,0.033,NL,BE,,R4
,Y15,Gases in pressure containers,A4130,,H3,,97.0,CH,IT,D10,
,Y15,Gases in pressure containers,A4130,,H3,,13.12,AT,IT,D10,
,Y15,Aerosol cans,A4130,,H3,,138.0,BE,FR,,R4
,Y15,Aerosol cans,A4130,,H3,,30.0,AT,IT,D10,
,Y15,Aerosol cans,A4130,,H3,,7.46,,FR,D10,
,Y15,Aerosol cans,A4130,,H3,,146.78,,FR,,R4
,Y15,Aerosol cans,A4130,,H3,,37.76,,BE,,R4
,Y15,Gases in pressure containers,A4130,,H3,,40.0,AT,IT,,R4
,Y16,Photochemicals,AD 090,,H12,,293.4,,CH,,R5
,Y16,Photochemicals,AD 090,,H12,,139.492,GB,GR,D10,
,Y16,Photochemicals,AD 090,,H12,,17.92,"TR,GB",GR,D9,
,Y16,Photochemicals,AD 090,,H12,,16.051000000000002,,LU,D13,
,Y16,Photochemicals,AD 090,,H12,,41.11,,NL,,R4
,Y16,Photochemicals,AD 090,,H12,,238.92,,CH,,R5
,Y16,Photochemicals,AD 090,,H12,,0.328,,LU,,R13
,Y16,Photochemicals,AD 090,,H12,,9.015,,NL,,R4
,Y16,Photochemicals,AD 090,,H12,,258.88,,CH,,R4
,Y16,Photochemicals,AD 090,,H12,,25.08,,NL,,R5
,Y16,Photochemicals,AD 090,,H12,,30.09833,,NL,,R4
,Y16,Photochemicals,AD 090,,H12,,17.2405,NL,GB,,R4
,Y16,Photochemicals,AD 090,,H12,,97.4,,NL,D10,
,Y16,Mixed photochemicals,AD 090,,H12,,24.8,,NL,,R7
,Y16,Mixed photochemicals,AD 090,,H12,,859.16,NL,BE,,R5
,Y16,Mixed photochemicals,AD 090,,H12,,239.34,NL,BE,,R11
,Y16,Mixed photochemicals,AD 090,,H12,,864.27,,NL,D10,
,Y16,Mixed photochemicals,AD 090,,H12,,2751.7799999999997,,FR,,R5
,Y16,Mixed photochemicals,AD 090,,H12,,2476.74,,NL,,R5
,Y16,,AD 090,,H12,,326.54,"CH,AT,IT",FR,,R5
,Y16,Mixed photochemicals,AD 090,,H12,,1287.04,,AT,,R5
,Y16,,A4130,,H12,,19.387999999999998,,CH,,R3
,Y16,Photochemicals,A4140,,H12,,17.0,,AF,D9,
,Y17,Magnesium cuttings,AA 190,,H4.1,,44.870000000000005,,CH,,R4
,Y17,Magnesium cuttings,AA 190,,H4.3,,2.0,AT,IT,,R4
,Y17,Tempering chemicals,AB 030,,H6.1,,9.82,AT,IT,,R4
,Y17,Tempering chemicals,AB 030,,H11,,89.5,AT,SI,,R5
,Y17,Degreasing waste,AB 030,,H12,,10.62,,FR,,R3
,Y17,,AB 030,,H12,,0.966,,CH,,R4
,Y17,,AB 030,,H12,,78.0,NL,IE,,R12
,Y17,,AB 030,,H4.1,,169.0,NL,IE,,R_
,Y17,,AB 030,,H6.1,,4.908,,CH,,R4
,Y17,Tempering chemicals,AB 030,,H5.1,,29.388000000000005,,CH,D12,
,Y17,Tempering chemicals,AB 030,,H8,,27.981,,CH,,R4
,Y17,Tempering chemicals,AB 030,,H8,,10.48,,AT,D12,
,Y17,Tempering chemicals,AB 030,,H6.1,,4.4,,NL,D12,
,Y17,Tempering chemicals,AB 030,,H5.1,,293.16,,FR,D12,
,Y17,Tempering chemicals,AB 030,,H5.1,,55.25,,AT,D12,
,Y17,Tempering chemicals,AB 030,,H5.1,,10.72,,NL,D12,
,Y17,"Grinding, honing and lapping sludge",AB 030,,H12,,365.741,,FR,,R4
,Y17,"Grinding, honing and lapping sludge",AB 030,,H12,,2362.7999999999997,CH,IT,D1,
,Y17,"Grinding, honing and lapping sludge",AB 030,,H12,,20.148,CZ,SI,,R4
,Y17,"Grinding, honing and lapping sludge",AB 030,,H12,,14.945,"NL,GB",BR,,R4
,Y17,,AB 120,,H8,,90.33,,AT,,R4
,Y17,Waste blasting material,AB 130,,H12,,1136.6309999999999,,CH,D12,
,Y17,Waste blasting material,AB 130,,H12,,114.86,,NL,,R5
,Y17,,AD 120,,H6.1,,1.305,,BE,,R4
,Y17,,060313*,,H8,,141.396,,CH,,R4
,Y17,Machining sludges containing dangerous substances,120114*,,H12,,36.0,,AT,,R4
,Y17,Machining sludges containing hazardous substances,120114*,,H12,,39.112,"FR,BE,NL",GB,,R4
,Y17,Machining sludges containing hazardous substances,120114*,,H12,,22.096,,FR,,R12
,Y17,Machining sludges containing hazardous substances,120114*,,H12,,159.332,,AT,,R4
,Y17,Machining sludges containing dangerous substances,120114*,,H12,,7.11,,NL,,R4
,Y17,,A1010,,H6.1,,34.38,,BE,,R4
,Y17,,A1020,,H12,,1477.103,,CH,D12,
,Y17,,A1050,,H12,,27.463,,CH,,R4
,Y17,,A1050,,H12,,185.62,AT,IT,,R4
,Y17,,A1050,,H12,,303.24,NL,IE,D9,
,Y17,,A1050,,H12,,9.875,"CO,EG,GB,NL",IN,,R4
,Y17,,A1050,,H12,,625.542,"FR,BE,NL",GB,,R4
,Y17,,A1050,,H12,,0.196,FR,FR,,R4
,Y17,,A1050,,H12,,138.664,"ES,GB,NL",IL,,R4
,Y17,,A1050,,H12,,138.84,"ES,FR",PT,,R4
,Y17,,A1050,,H12,,29.263,"FR,NL,SA,EG",SG,,R4
,Y17,,A1050,,H12,,21.265,CZ,AT,,R4
,Y17,,A1050,,H12,,35.13,NL,IE,,R4
,Y17,,A1050,,H12,,1305.8799999999999,AT,SI,,R5
,Y17,,A1050,,H12,,336.129,AT,SI,,R4
,Y17,,A1050,,H12,,143.03,CZ,SK,,R4
,Y17,,A1050,,H12,,20.786,"KP,SG,MY,EG",CN,,R4
,Y17,,A1050,,H12,,47.227,"MY,EG",SG,,R4
,Y17,,A1050,,H12,,42.308,NL,BR,,R4
,Y17,,A1050,,H12,,152.68,NL,IE,,R5
,Y17,,A1050,,H12,,115.64,"RO,HU,AT",BG,D12,
,Y17,,A1050,,H12,,56.895,"SA,EG,PT,FR,NL",SG,,R4
,Y17,,A1050,,H12,,10.362,"SG,MY,EG,GB",TH,,R4
,Y17,,A1050,,H12,,60.66,"TR,GB",GR,D9,
,Y17,,A1050,,H12,,130.72,,FR,,R4
,Y17,,A1050,,H12,,201.538,"HK,SG,MY,EG,GB",CH,,R4
,Y17,,A1050,,H12,,61.967,AT,IT,,R5
,Y17,,A1050,,H12,,1644.925,NL,BE,,R4
,Y17,,A1050,,H12,,3392.02,,AT,,R5
,Y17,,A1050,,H12,,60.515,"MY,CO,EG,BE,GB",TH,,R4
,Y17,,A1050,,H12,,3055.355,,AT,,R4
,Y17,,A1050,,H12,,1083.97,,BE,,R4
,Y17,,A1050,,H12,,124.906,,BR,D9,
,Y17,,A1050,,H12,,5521.5,,CH,,R4
,Y17,,A1050,,H12,,2123.714,,CH,D12,
,Y17,,A1050,,H12,,540.6100000000001,,CZ,,R4
,Y17,,A1050,,H12,,61.0,,DK,,R4
,Y17,,A1050,,H12,,3638.5769999999998,,FR,,R4
,Y17,,A1050,,H12,,81.48,,FR,D12,
,Y17,,A1050,,H12,,979.804,AT,IT,,R4
,Y17,,A1050,,H12,,268.605,,PL,,R4
,Y17,,A1050,,H12,,17.565,,HU,,R4
,Y17,,A1050,,H12,,55.32,,TR,,R4
,Y17,,A1050,,H12,,1905.813,,NO,,R4
,Y17,,A1050,,H12,,3.88,,NL,D10,
,Y17,,A1050,,H12,,4666.86,,NL,,R5
,Y17,,A1050,,H12,,1523.765,,NL,,R4
,Y17,,A1050,,H12,,58.845,,LU,,R4
,Y17,,A1050,,H12,,10.58,,LT,,R4
,Y17,,A1050,,H12,,38.557,,IL,,R4
,Y17,,A1050,,H11,,791.802,,AT,,R4
,Y17,,A1050,,H12,,179.76,,SE,,R4
,Y17,,A1060,,H8,,216.28,,FR,,R5
,Y17,,A1060,,H8,,367.38,,NL,,R6
,Y17,,A1060,,H8,,120.5,"SI,AT",HR,,R4
,Y17,,A1060,,H8,,683.42,NL,BE,,R6
,Y17,,A1060,,H8,,124.52,NL,BE,,R5
,Y17,,A1060,,H8,,441.88,NL,BE,,R4
,Y17,,A1060,,H8,,1401.44,LU,FR,,R4
,Y17,,A1060,,H8,,15.0,BE,BE,,R4
,Y17,,A1060,,H8,,1820.29,,NL,,R5
,Y17,,A1060,,H8,,1962.72,,AT,,R4
,Y17,,A1060,,H8,,2.078,,LU,D13,
,Y17,,A1060,,H8,,25.58,,DK,,R4
,Y17,,A1060,,H8,,413.54,,CH,,R4
,Y17,,A1060,,H8,,48.12,,BE,,R4
,Y17,,A1060,,H8,,6597.122,,NL,,R4
,Y17,,A1060,,H8,,4954.090000000001,,NL,,R5
,Y17,,A1060,,H8,,2130.5699999999997,NL,BE,,R5
,Y17,,A1060,,H8,,269.4,NL,BE,,R4
,Y17,,A1060,,H8,,1661.7200000000003,,BE,,R5
,Y17,,A1060,,H8,,695.56,LU,FR,,R5
,Y17,,A1060,,H8,,2247.498,BE,FR,,R5
,Y17,,A1060,,H8,,231.88,AT,SI,,R5
,Y17,,A1060,,H8,,165.89000000000001,,LU,D15,
,Y17,,A1060,,H8,,24.06,,FR,,R5
,Y17,,A1060,,H8,,55.343,,FR,,R12
,Y17,,A1060,,H8,,6.306,,CH,D12,
,Y17,,A1060,,H8,,171.09,,CZ,,R5
,Y17,,A1060,,H8,,28.0,,NL,,R4
,Y17,,A1060,,H12,,1303.6,,NL,,R5
,Y17,,A1060,,H8,,64.94,NL,BE,,R5
,Y17,,A1060,,H8,,8.14,,FR,,R3
,Y17,,A1060,,H12,,2.51,,FR,,R4
,Y17,,A1060,,H8,,90.36,,NL,,R5
,Y17,,A1060,,H8,,89.2,,NL,,R5
,Y17,,A1130,,H8,,440.6,,AT,,R4
,Y17,,A1130,,H8,,74.2,,BE,,R4
,Y17,,A1130,,H8,,458.64,,NL,,R4
,Y17,,A4090,,H8,,3.277,,LU,,R13
,Y17,,A4090,,H8,,1244.02,,NL,,R5
,Y17,,A4090,,H8,,100.0,,DK,,R6
,Y17,,A4090,,H8,,33.288,,DK,,R4
,Y17,,A4090,,H8,,3.275,,CH,,R4
,Y17,,A4100,,H11,,5.0,,CH,,R4
,Y17,,A4100,,H12,,1.086,,CH,,R4
,Y17,,A4130,,H12,,1.0,"SI,AT",HR,,R4
,Y17,,A4140,,H5.1,,25.0,,NL,D12,
,Y17,,A4140,,H11,,1.34,,NL,D12,
,Y17,,A1060,,,,22.54,AT,SI,,R4
,Y17,,A1060,,,,54.26,AT,HU,,R4
,Y17,,A1060,,,,177.64,,NL,,R4
,Y17,,A1060,,,,293.32,,AT,,R4
,Y17,,A1060,,,,1310.44,,CH,,R4
,Y18,Industrial sewage sludge,AA 060,,H11,,182.16,,IT,,R4
,Y18,,AA 190,,H4.3,,68.908,,AT,,R5
,Y18,,AD 120,,H12,,1277.1,,AT,,R3
,Y18,Industrial sewage sludge,060502*,,H12,,1259.04,AT,IT,,R5
,Y18,Industrial sewage sludge,060502*,,H12,,235.56599999999997,AT,IT,,R4
,Y18,Industrial sewage sludge,060502*,,H11,,2482.58,AT,IT,,R5
,Y18,Industrial sewage sludge,070111*,,H12,,11268.86,,NL,D10,
,Y18,Industrial sewage sludge,070111*,,H12,,4543.84,,NL,D13,
,Y18,Industrial sewagesludge,070111*,,H12,,1086.301,,NL,D10,
,Y18,Mixed hazardous waste,100213*,,H6.1,,902.24,CH,IT,D10,
,Y18,Aluminium salt slag,100308*,,H10,,180.0,,IT,,R5
,Y18,Aluminium salt slag,100308*,,H10,,6995.0,DK,SE,,R5
,Y18,Aluminium salt slag,100308*,,H10,,4913.17,BE,NO,,R5
,Y18,Aluminium salt slag,100308*,,H10,,20213.8982203,BE,FR,,R5
,Y18,Aluminium salt slag,100308*,,H10,,5654.0,,SE,,R5
,Y18,Aluminium salt slag,100308*,,H10,,8641.134,,NL,,R5
,Y18,Aluminium salt slag,100308*,,H10,,53.0,,HU,,R5
,Y18,Aluminium salt slag,100308*,,H10,,97.0,,FI,,R5
,Y18,Aluminium salt slag,100308*,,H10,,6915.0,,CZ,,R5
,Y18,Aluminium salt slag,100308*,,H10,,30247.0,,AT,,R5
,Y18,Aluminium salt slag,100308*,,H10,,146.0,,PL,,R5
,Y18,Salt slag,100808*,,H4.3,,38.876,,BE,,R4
,Y18,,110207*,,H12,,225.399,,BE,,R4
,Y18,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,0.978,,LU,D15,
,Y18,,190115*,,H6.1,,1334.23,,FR,,R5
,Y18,,190115*,,H11,,315.34,,NL,,R5
,Y18,,190115*,,H11,,974.52,,IT,D9,
,Y18,,190115*,,H11,,2069.58,,FR,,R5
,Y18,,190115*,,H6.1,,6076.28,"AT,CH",IT,,R5
,Y18,Residues from pyrolysis of waste,190117*,,H6.1,,14972.045999999998,,NL,D10,
,Y18,Residues from pyrolysis of waste,190117*,,H6.1,,146.06,AT,IT,,R4
,Y18,Mixed hazardous waste,190204*,,H6.1,,410.28,AT,IT,,R_
,Y18,Mixed hazardous waste,190204*,,H4.1,,222.39,AT,IT,,R12
,Y18,Mixed hazardous waste,190204*,,H4.1,,2172.649,AT,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H4.1,,507.76,CH,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H4.1,,5062.16,CH,IT,D9,
,Y18,Mixed hazardous waste,190204*,,H6.1,,1841.77,CH,IT,D9,
,Y18,Mixed hazardous waste,190204*,,H6.1,,5134.04,,AT,D10,
,Y18,Mixed hazardous waste,190204*,,H6.1,,670.1320000000001,,CH,D12,
,Y18,Mixed hazardous waste,190204*,,H6.1,,2409.87,,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H6.1,,396.62,AT,IT,,R1
,Y18,Mixed hazardous waste,190204*,,H11,,12709.12,CH,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H6.1,,11438.181,AT,IT,D1,
,Y18,Mixed hazardous waste,190204*,,H6.1,,32681.480000000003,AT,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H6.1,,297.0,AT,IT,D9,
,Y18,Mixed hazardous waste,190204*,,H6.1,,761.02,AT,SI,D10,
,Y18,Mixed hazardous waste,190204*,,H6.1,,6535.68,CH,IT,D1,
,Y18,Mixed hazardous waste,190204*,,H6.1,,19178.442000000003,CH,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H4.1,,498.5,,NL,D10,
,Y18,Mixed hazardous waste,190204*,,H6.1,,750.0,,IT,D9,
,Y18,,190204*,,H6.1,,483.2,CH,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H12,,792.99,,IT,,R3
,Y18,,190204*,,H6.1,,77.0,,IT,D9,
,Y18,Mixed hazardous waste,190204*,,H4.1,,6891.406,,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H10,,3780.78,,IT,D1,
,Y18,Mixed hazardous waste,190204*,,H10,,3356.14,AT,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H11,,2329.1099999999997,,CH,D12,
,Y18,Mixed hazardous waste,190204*,,H11,,7095.48,,IT,D1,
,Y18,Mixed hazardous waste,190204*,,H11,,733.13,,IT,D9,
,Y18,Mixed hazardous waste,190204*,,H12,,1989.8999999999999,CH,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H11,,1039.203,,NL,,R4
,Y18,Mixed hazardous waste,190204*,,H4.1,,133.889,,CH,D10,
,Y18,Mixed hazardous waste,190204*,,H12,,499.04,AT,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H12,,1253.62,,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H11,,592.04,"CH,AT",IT,D10,
,Y18,Mixed hazardous waste,190204*,,H11,,74.44,AT,IT,D10,
,Y18,Mixed hazardous waste,190204*,,H11,,7764.344999999999,AT,IT,D1,
,Y18,Mixed hazardous waste,190204*,,H11,,169.9,AT,IT,,R12
,Y18,Sludges from physico/chemical treatment,190205*,,H6.1,,1775.0900000000001,,NL,D10,
,Y18,Sludges from physico/chemical treatment,190205*,,H12,,7.174,,ES,,R4
,Y18,Mixed hazardous waste,190205*,,H6.1,,325.46,AT,IT,D1,
,Y18,Mixed hazardous waste,190205*,,H8,,1481.38,,LU,,R5
,Y18,Sludges from physico/chemical treatment,190205*,,H11,,830.767,AT,IT,D10,
,Y18,Sludges from physico/chemical treatment,190205*,,H11,,175.54,,LU,,R5
,Y18,Mixed hazardous waste,190205*,,H6.1,,740.66,,NL,D10,
,Y18,Sludges from physico/chemical treatment,190205*,,H12,,10323.43,,NL,D10,
,Y18,Sludges from physico/chemical treatment,190205*,,H12,,224.26,AT,IT,,R1
,Y18,Sludges from physico/chemical treatment,190205*,,H5.1,,246.0,AT,IT,D10,
,Y18,Mixed hazardous waste,190205*,,H6.1,,269.82,,LU,,R5
,Y18,Sludges from physico/chemical treatment,190205*,,H6.1,,256.42,,NL,,R5
,Y18,Sludges from physico/chemical treatment,190205*,,H6.1,,2067.12,AT,IT,D1,
,Y18,Sludges from physico/chemical treatment,190205*,,H6.1,,100.36,BE,FR,,R1
,Y18,Sludges from physico/chemical treatment,190205*,,H6.1,,841.707,,CH,D12,
,Y18,Mixed hazardous waste,190205*,,H12,,1461.88,AT,IT,,R12
,Y18,Sludges from physico/chemical treatment,190205*,,H12,,333.92,,AT,,R1
,Y18,,190205*,,H11,,3.815,,PL,,R4
,Y18,Mixed hazardous waste,190205*,,H12,,2866.2599999999998,,AT,,R1
,Y18,Mixed hazardous waste,190205*,,H12,,11.107,,ES,,R4
,Y18,Mixed hazardous waste,190205*,,H12,,414.76,,LU,,R5
,Y18,Mixed hazardous waste,190205*,,H12,,331.22,,NL,,R5
,Y18,Mixed hazardous waste,190205*,,H12,,978.34,,NL,D13,
,Y18,Mixed hazardous waste,190205*,,H12,,10880.87,AT,IT,D1,
,Y18,Mixed hazardous waste,190205*,,H12,,2599.94,AT,IT,"D1,D9",
,Y18,Mixed hazardous waste,190205*,,H12,,3441.9,AT,IT,D10,
,Y18,Mixed hazardous waste,190205*,,H5.1,,513.46,CH,IT,D10,
,Y18,Mixed hazardous waste,190205*,,H12,,217.24,NL,BE,,R1
,Y18,Mixed hazardous waste,190205*,,H4.1,,4601.944,,NL,D10,
,Y18,Mixed hazardous waste,190205*,,H4.1,,291.76,BE,FR,,R1
,Y18,Mixed hazardous waste,190205*,,H12,,4839.431,,NL,D10,
,Y18,,190208*,,H11,,61.17,,NL,D10,
,Y18,Mixed hazardous waste,190209*,,H11,,3.815,NL,IE,D10,
,Y18,Mixed hazardous waste,190209*,,H6.1,,667.0,BE,IL,D10,
,Y18,,190209*,,H6.1,,1154.04,AT,IT,D10,
,Y18,,190209*,,H11,,10.41,NL,IE,D10,
,Y18,,190209*,,H6.1,,16.32,BE,IL,D10,
,Y18,Mixed hazardous waste,190211*,,H12,,2107.2400000000002,,AT,D10,
,Y18,Mixed hazardous waste,190211*,,H3,,138.74,CH,IT,D10,
,Y18,Mixed hazardous waste,190211*,,H11,,338.52,AT,IT,D1,
,Y18,Mixed hazardous waste,190304*,,H11,,2284.17,AT,IT,D9,
,Y18,Mixed hazardous waste,190304*,,H6.1,,623.04,"SI,AT",HR,D10,
,Y18,Mixed hazardous waste,190304*,,H6.1,,85.72,CH,IT,D1,
,Y18,Mixed hazardous waste,190304*,,H6.1,,31752.99,CH,IT,,R5
,Y18,Mixed hazardous waste,190304*,,H6.1,,4038.101,AT,IT,D10,
