"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code",Column 13,Column 14,Column 15
GB,Y__,A1170 Unsorted waste batteries excluding mixtures of only list B batteries. Waste batteries not specified on list B containing Annex I constituents to an extent to render them hazardous ,,8,H8,Corrosives,24.42,,CA,,R4,,,
GB,Y__,A2030 Waste catalysts but excluding such wastes specified on list B ,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,41.72,,DE,,R4,,,
GB,Y__,A2030 Waste catalysts but excluding such wastes specified on list B ,,9,H12,Ecotoxic,1911.16,"FR, FR",BE,,R4,,,
GB,Y__,A2030 Waste catalysts but excluding such wastes specified on list B ,,4.2,"H4.2, H11","Substances or wastes liable to spontaneous combustion
Toxic(delayed or chronic)",160.35,NL,BE,,R4,,,
GB,Y__,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions ",,,,Not applicable,546.24,,NL,,R1,,,
GB,Y__,A4160 Spent activated carbon not included on list B,,4.1,H4.1,Inflammable solids,1975.01,"NL, NL",DE,,R7,,,
GB,Y__,A4160 Spent activated carbon not included on list B,,,,Not applicable,360.38,FR,BE,,R7,,,
GB,Y__,A4160 Spent activated carbon not included on list B,,,,Not applicable,74.93,BG,BE,,R7,,,
GB,Y__,A4160 Spent activated carbon not included on list B,,,,Not applicable,372.01,FR,BE,,R7,,,
GB,Y__,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel9 ",,9,H12,Ecotoxic,0.13,,US,,R4,,,
GB,Y__,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel9 ",,,,Not applicable,8226.04,,NL,,"R4, R12",,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,6401.66,,SE,,R1,,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,6657.0,,FI,,R1,,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,133196.69,DE,SE,,R1,,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,14019.5,,DE,,R1,,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,17943.07,,NL,,R1,,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,228700.72,,SE,,R1,,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,127.4,"BE, BE, FR",BE,,"R13,  R1",,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,692.08,"BE, BE, FR",DE,,R1,,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,15272.91,FR,BE,,R1,,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,3251.55,FR,BE,,"R1, R12",,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,27436.19,FR,BE,,R3,,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,5022.49,NL,DE,,R1,,,
GB,Y__,AC170 Treated cork and wood wastes ,,,,Not applicable,6620.24,,SE,,R1,,,
GB,Y__,Carbon Black,,,,Not applicable,275.19,,NL,,R1,,,
GB,Y__,Contaminated Soil and River Sediments,,,,Not applicable,359.0,,DE,,R5,,,
GB,Y__,"Crodarez Residues - Blend of Erucamide, Olamide Residues, Fatty Acids, Potassium Acids",,,,Not applicable,27.95,,NO,,"R1, R3, R5",,,
GB,Y__,Discarded Electrical and Electronic Equipment (WEEE),,,,Not applicable,103.63,,PH,,R4,,,
GB,Y__,Discarded Electrical and Electronic Equipment (WEEE),,,,Not applicable,285.23,,NL,,R12,,,
GB,Y__,FES 3000 DPR silicone gels,,9,H12,Ecotoxic,189.6,FR,BE,,"R12, R1",,,
GB,Y__,FES 3000 DPR Silicone Gels,,9,H12,Ecotoxic,70.0,"FR, BE, NL",DE,,"R12, R4",,,
GB,Y__,Fragmentised Metal Waste (Fluff Light Fraction),,,,Not applicable,102.04,,BE,,"R4, R12",,,
GB,Y__,Hand held electrical devices (Ipads),,,H13,"Capable, by any means, after disposal, of yielding an material, eg leachate, which possesses any characteristics listed above",22.0,"BE, DE",AT,,R4,,,
GB,Y__,Hard Metal Powder Residue & Sludge,,9,H11,Toxic(delayed or chronic),182.96,"DE, FR, BE",AT,,R4,,,
GB,Y__,Hard metal Powder Residue and Sludge,,9,H11,Toxic(delayed or chronic),80.99,"DE, BE, FR",AT,,R5,,,
GB,Y__,"Metal and metal-alloy wastes in metallic, non-dispersable form:",,,,Not applicable,13140.53,,MA,,R4,,,
GB,Y__,Mixed fractions of sorted commercial and industrial waste (RDF),,,,Not applicable,130.58,,NL,,R1,,,
GB,Y__,Paper Sludge,,,,,1077.31,,NL,,R5,,,
GB,Y__,Silicone Gels,,,H12,Ecotoxic,2005.41,"FR, BE, NL",DE,,"R12, R1",,,
GB,Y12,"A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020) ",,"3, 4.1, 6.1, 8","H3, H4.1, H6.1, H8","Inflammable liquids
Inflammable solids
Poisonous(acute)
Corrosives",339.68,,NL,,"R12, R1",,,
GB,Y12,"A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020) ",,"3, 4.1, 6.1, 8","H3, H4.1, H6.1, H8","Inflammable liquids
Inflammable solids
Poisonous(acute)
Corrosives",6.32,,NL,,"R1, R12",,,
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010) ",,"4.1, 6.1","H4.1, H6.1","Inflammable solids
Poisonous(acute)",28.36,,DE,,"R1, R3",,,
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010) ",,4.1,H4.1,Inflammable solids,9.61,,NL,,"R1, R4",,,
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010) ",,"4.1, 6.1","H4.1, H6.1","Inflammable solids
Poisonous(acute)",9.69,,DE,,R1,,,
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010) ",,"3, 4.1, 6.1, 8","H3, H4.1, H6.1, H8","Inflammable liquids
Inflammable solids
Poisonous(acute)
Corrosives",1334.34,,NL,,R1,,,
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010) ",,"3, 4.1, 6.1, 8","H3, H4.1, H6.1, H8","Inflammable liquids
Inflammable solids
Poisonous(acute)
Corrosives",1680.75,,NL,,"R1, R12",,,
GB,Y12,"GC020 Electronic scrap (e.g. printed circuit boards, electronic components, wire, etc.) and reclaimed electronic components suitable for base and precious metal recovery. ",,,,Not applicable,7.4,"DE, CZ, FR, BE",SK,,R3,,,
GB,Y13,"A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020) ",,3 6.1,H3 H6.1,,73.64,,DE,,R1,,,
GB,Y13,"A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020) ",,"3, 4.1, 6.1, 8","H3, H4.1, H6.1, H8","Inflammable liquids
Inflammable solids
Poisonous(acute)
Corrosives",1636.46,,NL,,R1,,,
GB,Y13,"A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020) ",,"3, 4.1, 6.1, 8","H4.1, H6.1, H8","Inflammable solids
Poisonous(acute)
Corrosives",85.44,,NL,,R1,,,
GB,Y13,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010) ",,4.1,H4.1,Inflammable solids,188.12,,DK,,R1,,,
GB,Y15,A4080 Wastes of an explosive nature (but excluding such wastes specified on list B) DISPOSAL OPERATION D10,,1,H1,Explosive,46.49,"SE, DE, DK",NO,D10,,,,
GB,Y16,"AD090 Wastes from the production, formulation and use of reprographic and photographic chemicals and materials not elsewhere specified or included. ",,,NA,Not applicable,9.32,NL,DE,,R4,,,
GB,Y17,A1050 Galvanic sludges ,,NA,NA,Not applicable,108.99,"FR, BE, NL",DE,,R4,,,
GB,Y17,A1050 Galvanic sludges ,,9,H12,Ecotoxic,482.21,"BE, DE, FR",DE,,R4,,,
GB,Y17,A1050 Galvanic sludges ,,9,H12,Ecotoxic,70.98,"BE, BE, BE, NL, DE, FR",DE,,R4,,,
GB,Y17,AB030 Wastes from non-cyanide based systems which arise from surface treatment of metals. ,,9,H11,Toxic(delayed or chronic),378.06,"NL, DE, BE, FR",DE,,R4,,,
GB,Y17,AB030 Wastes from non-cyanide based systems which arise from surface treatment of metals. ,,9,H11,Toxic(delayed or chronic),90.96,"NL, FR, BE",DE,,R4,,,
GB,Y17,AB130 Used blasting grit. ,,,,Not applicable,42.5,"FR, BE",DE,,"R4, R5",,,
GB,Y18,A2030 Waste catalysts but excluding such wastes specified on list B ,,9,"H11, H12","Toxic(delayed or chronic)
Ecotoxic",124.37,,DE,,R4,,,
GB,Y18,A2030 Waste catalysts but excluding such wastes specified on list B ,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,132.62,,DE,,R4,,,
GB,Y18,A2030 Waste catalysts but excluding such wastes specified on list B ,,"4.1, 4.2, 6.1","H4.1, H4.2, H6.1","Inflammable solids
Substances or wastes liable to spontaneous combustion
Poisonous(acute)",278.73,,FR,,"R4, R8",,,
GB,Y18,A3120 Fluff - light fraction from shredding ,,,,Not applicable,1678.58,FR,BE,,R12,,,
GB,Y18,A4160 Spent activated carbon not included on list B,,,,Not applicable,77.44,,BE,,R7,,,
GB,Y18,Mineral Ash,,,,Not applicable,5.34,"FR, BE",NL,,R5,,,
GB,Y18,Tin Bearing residues from Glass Making,,9,H11,Toxic(delayed or chronic),259.3,,BE,,R4,,,
GB,"Y18, Y22, Y29, Y31",A1170 Unsorted waste batteries excluding mixtures of only list B batteries. Waste batteries not specified on list B containing Annex I constituents to an extent to render them hazardous ,,8,H8,Corrosives,51.73,,FR,,"R4, R11",,,
GB,Y2,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,"3, 6.1","H3, H6.1","Inflammable liquids
Poisonous(acute)",429.36,,DE,,R3,,,
GB,"Y2, Y3","A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,,Not applicable,95.72,NL,DE,,R1,,,
GB,Y22,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,,H12,Ecotoxic,44000.0,,BE,,R4,,,
GB,Y22,A2030 Waste catalysts but excluding such wastes specified on list B ,,9,H12,Ecotoxic,11.4,,NL,,R8,,,
GB,Y22,A2030 Waste catalysts but excluding such wastes specified on list B ,,9,H12,Ecotoxic,162.18,,DE,,R4,,,
GB,Y22,"Copper Filter Press Cake containing Copper Hydroxide, Copper Oxychloride, Sodium Chloride, Acrylamide and Water",,8,H8,Corrosives,74.38,NL,BE,,R4,,,
GB,"Y22, Y23",A2030 Waste catalysts but excluding such wastes specified on list B ,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,48.37,DE,CH,,R4,,,
GB,"Y22, Y23",A2030 Waste catalysts but excluding such wastes specified on list B ,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,193.76,,DE,,R4,,,
GB,"Y22, Y23",A2030 Waste catalysts but excluding such wastes specified on list B ,,4.2,"H4.2, H12","Substances or wastes liable to spontaneous combustion
Ecotoxic",38.86,,DE,,R4,,,
GB,"Y22, Y23",A2030 Waste catalysts but excluding such wastes specified on list B ,,9,H12,Ecotoxic,116.12,,DE,,R4,,,
GB,"Y22, Y23",A2030 Waste catalysts but excluding such wastes specified on list B ,,9,H12,Ecotoxic,15.6,,DE,,R4,,,
GB,"Y22, Y23, Y27","A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,"H6.1, H12","Poisonous(acute)
Ecotoxic",161.54,,BE,,R4,,,
GB,"Y22, Y23, Y31","A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,"H6.1, H12","Poisonous(acute)
Ecotoxic",137.27,,BE,,R4,,,
GB,Y23,A2030 Waste catalysts but excluding such wastes specified on list B ,,8,H8,Corrosives,59.43,,DE,,R4,,,
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel9 ",,9,"H11, H12","Toxic(delayed or chronic)
Ecotoxic",1455.26,,FR,,R4,,,
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel9 ",,9,H12,Ecotoxic,22753.02,,IT,,R4,,,
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel9 ",,9,H12,Ecotoxic,1483.54,,NO,,R4,,,
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel9 ",,,,Not applicable,314.32,,FR,,R4,,,
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel9 ",,,,Not applicable,6894.46,,IT,,R4,,,
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel9 ",,,,Not applicable,76.23,,NL,,R4,,,
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel9 ",,,,Not applicable,96.76,"BE, BE",NL,,"R12, R4",,,
GB,Y23,"Metal and metal-alloy wastes in metallic, non-dispersable form:",,,,Not applicable,1053.67,"FR, DE, BE",PL,,R4,,,
GB,"Y23, Y31","A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H12,Ecotoxic,81.48,,BE,,R4,,,
GB,"Y23, Y31","A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H12,Ecotoxic,32.76,NL,BE,,R4,,,
GB,Y24,A1030 Wastes having as constituents or contaminants any of the following: ,,6.1,H6.1,Poisonous(acute),0.78,,CA,,R4,,,
GB,Y26,A1170 Unsorted waste batteries excluding mixtures of only list B batteries. Waste batteries not specified on list B containing Annex I constituents to an extent to render them hazardous ,,8,H8,Corrosives,327.03,,FR,,R4,,,
GB,"Y26, Y35",A1170 Unsorted waste batteries excluding mixtures of only list B batteries. Waste batteries not specified on list B containing Annex I constituents to an extent to render them hazardous ,,8,H8,Corrosives,106.75,,FR,,R4,,,
GB,"Y27, Y29",A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,6.1,H6.1,Poisonous(acute),58.4,,FR,,R5,,,
GB,Y29,A1010 Metal wastes and waste consisting of alloys of any of the following: ,,8,H8,Corrosives,113.6,,US,,R4,,,
GB,Y29,A1010 Metal wastes and waste consisting of alloys of any of the following: ,,6.1,H6.1,Poisonous(acute),41.77,NL,DE,,R4,,,
GB,Y29,A1030 Wastes having as constituents or contaminants any of the following: ,,6.1,H6.1,Poisonous(acute),11.95,,DE,,R4,,,
GB,"Y29, Y33, Y34, Y35",A4140 Waste consisting of or containing off-specification or out-dated 18 chemicals corresponding to Annex I categories and exhibiting Annex III hazard characteristics ,,"6.1, 8","H6.1, H8","Poisonous(acute)
Corrosives",37.11,BE,DE,,"R4, R5, R6",,,
GB,Y31,A1010 Metal wastes and waste consisting of alloys of any of the following: ,,6.1,H6.1,Poisonous(acute),246.27,BE,DE,,R4,,,
GB,Y31,A1010 Metal wastes and waste consisting of alloys of any of the following: ,,9,H11,Toxic(delayed or chronic),257.95,,DE,,R4,,,
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,"H11, H12, H13","Toxic(delayed or chronic)
Ecotoxic
Capable, by any means, after disposal, of yielding an material, eg leachate, which possesses any characteristics listed above",65.66,NL,DE,,R4,,,
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,"6.1, 9","H6.1, H12","Poisonous(acute)
Ecotoxic",775.56,,BE,,R4,,,
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),364.98,,BE,,R4,,,
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),65.7,,PL,,R4,,,
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H12,Ecotoxic,318.47,,BE,,R4,,,
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),33.69,,BE,,R4,,,
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),59.62,"BE, DE",PL,,R4,,,
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H12,Ecotoxic,4678.42,,PL,,R4,,,
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H12,Ecotoxic,1925.03,,SE,,R4,,,
GB,Y31,"A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,6599.14,,BE,,R4,,,
GB,Y31,"A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,833.2,BE,DE,,R4,,,
GB,Y31,"A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,206.7,DE,EE,,R4,,,
GB,Y31,"A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,6173.65,FR,ES,,R4,,,
GB,Y31,A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,9,H11,Toxic(delayed or chronic),1535.8,,NL,,"R13, R5",,,
GB,Y31,A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,9,H12,Ecotoxic,2270.16,,NL,,"R5, R13",,,
GB,Y31,A4100 Wastes from industrial pollution control devices for cleaning of industrial off-gases but excluding such wastes specified on list B ,,6.1,H6.1,Poisonous(acute),9.5,BE,DE,,R4,,,
GB,Y31,A4100 Wastes from industrial pollution control devices for cleaning of industrial off-gases but excluding such wastes specified on list B ,,6.1,H6.1,Poisonous(acute),20.16,"FR, BE",DE,,R4,,,
GB,Y31,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel9 ",,9,"H11, H12","Toxic(delayed or chronic)
Ecotoxic",1483.77,,FR,,R4,,,
GB,Y31,"Tin, Tin/Lead, Lead/Tin containing Scrap, Dross, Ash and Fines",,6.1,H6.1,Poisonous(acute),177.14,,PL,,R4,,,
GB,Y31,"Tin, Tin/Lead, Lead/Tin containing Scrap, Dross, Ash and Fines",,6.1,H6.1,Poisonous(acute),204.69,"BE, DE",PL,,R4,,,
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,3819.31,,BE,,R4,,,
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,3167.92,,ES,,R4,,,
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,1808.92,,FR,,"R4, R5, R6",,,
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,337.46,,SE,,R4,,,
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,3113.71,FR,BE,,R4,,,
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,2382.04,FR,ES,,R4,,,
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,693.86,FR,ES,,"R4, R5, R6",,,
GB,Y32,AD120 Ion exchange resins. ,,,,Not applicable,24.31,,JP,,R3,,,
GB,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120) ",,"3, 6.1, 8","H3, H6.1, H8","Inflammable liquids
Poisonous(acute)
Corrosives",1038.29,FR,BE,,R6,,,
GB,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120) ",,"3, 6.1, 8","H3, H6.1, H8","Inflammable liquids
Poisonous(acute)
Corrosives",6745.44,"FR, NL, BE",DE,,R5,,,
GB,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120) ",,8,H8,Corrosives,177.64,,BE,,R4,,,
GB,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120) ",,8,H8,Corrosives,97.74,,NL,,R5,,,
GB,Y34,Chlorosilane Waste,,"3, 4.3, 8, 9","H3, H4.3, H8, H11, H12","Inflammable liquids
Substances or wastes which, in contact with water, emit inflammable gases
Corrosives
Toxic(delayed or chronic)
Ecotoxic",45.34,NL,DE,,R1,,,
GB,Y35,A2030 Waste catalysts but excluding such wastes specified on list B ,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,348.34,,BE,,R8,,,
GB,"Y36, Y42",A4130 Waste packages and containers containing Annex I substances in concentrations sufficient to exhibit Annex III hazard characteristics ,,"2, 11","H2, H11",Toxic(delayed or chronic),45.73,,DE,,"R2, R4",,,
GB,Y41,A3160 Waste halogenated or unhalogenated non-aqueous distillation residues arising from organic solvent recovery operations ,,6.1,H6.1,Poisonous(acute),733.81,,BE,,R2,,,
GB,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,3,H3,Inflammable liquids,3442.16,BE,FR,,R2,,,
GB,Y46,Monitors,,,,Not applicable,312.56,,FR,,"R4, R5",,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,10163.27,,DE,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,2918.81,,DE,,"R12, R1",,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,7426.0,NL,DE,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,73977.02,,DK,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,2840.2,,DK,,"R1, R13",,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,24.19,,EE,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,9179.17,,LV,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,26863.33,DE,LV,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,351023.2,,NL,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,868.84,"BE, FR",NL,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,8839.8,,NO,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,17430.0,,SE,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,2335.0,,SE,,"R1, R13",,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,17534.05,,NL,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,3377.35,NL,DE,,R12,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,Not applicable,1429.0,,DK,,R1,,,
GB,Y46,Refuse Derived Fuel (RDF),,,,,302320.05,,NL,,R1,,,
GB,Y46,"solid recovered fuel, derived from municipal solid waste (RDF)",,,,Not applicable,13376.9,,LV,,R1,,,
GB,Y46,SRF (MSW derived),,,,Not applicable,7783.38,,NL,,R1,,,
GB,Y47,A4100 Wastes from industrial pollution control devices for cleaning of industrial off-gases but excluding such wastes specified on list B ,,6.1,H6.1,Poisonous(acute),6.34,"FR, BE",DE,,R12,,,
GB,Y6,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010) ",,"3, 4.1, 6.1","H3, H4.1, H6.1","Inflammable liquids
Inflammable solids
Poisonous(acute)",1326.46,,DE,,R3,,,
GB,Y6,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010) ",,"4.1, 6.1, 3","H4.1, H6.1, H3","Inflammable solids
Poisonous(acute)
Inflammable liquids",1312.81,,DE,,R3,,,
